Débit	PM	CO	CH4	
0,94	-0,062	-0,0027	-0,0027	
0,95	-0,054	-0,0027	-0,0027	
0,95	-0,060	-0,0027	-0,0027	
0,96	-0,062	-0,0027	-0,0027	
0,96	-0,062	-0,0027	-0,0027	
0,96	-0,054	-0,0027	-0,0027	
0,97	-0,066	-0,0027	-0,0027	
0,97	-0,056	-0,0027	-0,0028	
0,98	-0,060	-0,0027	-0,0028	
0,98	-0,058	-0,0027	-0,0028	
0,99	-0,058	-0,0027	-0,0028	
0,99	-0,050	-0,0027	-0,0028	
0,99	-0,050	-0,0027	-0,0028	
0,99	-0,056	-0,0027	-0,0028	
0,99	-0,062	-0,0027	-0,0028	
1,00	-0,066	-0,0027	-0,0028	
1,00	-0,062	-0,0027	-0,0028	
1,00	-0,066	-0,0027	-0,0028	
1,00	-0,062	-0,0027	-0,0028	
1,00	-0,060	-0,0027	-0,0028	
1,00	-0,062	-0,0027	-0,0028	
1,00	-0,058	-0,0027	-0,0028	
1,00	-0,060	-0,0027	-0,0028	
1,01	-0,062	-0,0027	-0,0028	
1,01	-0,058	-0,0027	-0,0028	
1,01	-0,066	-0,0027	-0,0028	
1,01	-0,062	-0,0027	-0,0027	
1,01	-0,062	-0,0027	-0,0028	
1,01	-0,060	-0,0027	-0,0028	
1,01	-0,058	-0,0027	-0,0028	
1,01	-0,052	-0,0027	-0,0028	
1,01	-0,060	-0,0027	-0,0028	
1,00	-0,056	-0,0027	-0,0028	
1,00	-0,060	-0,0027	-0,0028	
1,00	-0,054	-0,0027	-0,0028	
0,99	-0,058	-0,0027	-0,0028	
0,99	-0,058	-0,0027	-0,0028	
0,98	-0,062	-0,0027	-0,0028	
0,98	-0,058	-0,0027	-0,0028	
0,99	-0,056	-0,0027	-0,0028	
1,00	-0,058	-0,0027	-0,0028	
1,00	-0,048	-0,0027	-0,0028	
1,01	-0,054	-0,0027	-0,0028	
1,02	-0,054	-0,0027	-0,0028	
1,03	-0,052	-0,0027	-0,0028	
1,03	-0,052	-0,0027	-0,0028	
1,03	-0,058	-0,0027	-0,0028	
1,03	-0,056	-0,0027	-0,0028	
1,03	-0,045	-0,0027	-0,0028	
1,03	-0,054	-0,0027	-0,0028	
1,03	-0,045	-0,0027	-0,0028	
1,03	-0,050	-0,0027	-0,0028	
1,03	-0,048	-0,0027	-0,0029	
1,02	-0,050	-0,0027	-0,0029	
1,02	-0,054	-0,0027	-0,0029	
1,01	-0,048	-0,0027	-0,0029	
1,01	-0,050	-0,0027	-0,0029	
1,01	-0,050	-0,0027	-0,0029	
1,01	-0,048	-0,0027	-0,0029	
1,02	-0,039	-0,0027	-0,0029	
1,02	-0,045	-0,0027	-0,0029	
1,03	-0,045	-0,0027	-0,0029	
1,02	-0,045	-0,0027	-0,0029	
1,02	-0,050	-0,0027	-0,0029	
1,00	-0,045	-0,0027	-0,0029	
0,99	-0,045	-0,0027	-0,0029	
0,97	-0,048	-0,0027	-0,0029	
0,95	-0,050	-0,0027	-0,0029	
0,94	-0,045	-0,0027	-0,0029	
0,93	-0,045	-0,0027	-0,0030	
0,93	-0,039	-0,0027	-0,0030	
0,94	-0,041	-0,0027	-0,0030	
0,94	-0,041	-0,0027	-0,0030	
0,93	-0,041	-0,0027	-0,0030	
0,93	-0,045	-0,0027	-0,0030	
0,92	-0,045	-0,0027	-0,0030	
0,91	-0,039	-0,0027	-0,0030	
0,90	-0,037	-0,0027	-0,0030	
0,89	-0,045	-0,0027	-0,0030	
0,88	-0,045	-0,0027	-0,0030	
0,87	-0,039	-0,0027	-0,0030	
0,86	-0,039	-0,0027	-0,0030	
0,85	-0,039	-0,0027	-0,0030	
0,83	-0,039	-0,0027	-0,0030	
0,83	-0,037	-0,0027	-0,0030	
0,82	-0,041	-0,0027	-0,0030	
0,82	-0,039	-0,0027	-0,0030	
0,82	-0,035	-0,0027	-0,0030	
0,83	-0,039	-0,0027	-0,0030	
0,83	-0,035	-0,0027	-0,0030	
0,83	-0,039	-0,0027	-0,0030	
0,82	-0,031	-0,0027	-0,0030	
0,82	-0,039	-0,0027	-0,0030	
0,81	-0,033	-0,0027	-0,0030	
0,81	-0,033	-0,0027	-0,0030	
0,81	-0,035	-0,0027	-0,0030	
0,80	-0,037	-0,0027	-0,0030	
0,81	-0,033	-0,0027	-0,0030	
0,81	-0,035	-0,0027	-0,0030	
0,81	-0,033	-0,0027	-0,0030	
0,81	-0,037	-0,0027	-0,0030	
0,80	-0,035	-0,0027	-0,0030	
0,80	-0,041	-0,0027	-0,0030	
0,79	-0,041	-0,0027	-0,0030	
0,79	-0,045	-0,0027	-0,0030	
0,78	-0,035	-0,0027	-0,0030	
0,78	-0,037	-0,0027	-0,0030	
0,77	-0,031	-0,0027	-0,0030	
0,76	-0,041	-0,0027	-0,0030	
0,75	-0,033	-0,0027	-0,0030	
0,74	-0,031	-0,0027	-0,0030	
0,74	-0,037	-0,0027	-0,0030	
0,73	-0,037	-0,0027	-0,0030	
0,73	-0,037	-0,0027	-0,0030	
0,74	-0,041	-0,0027	-0,0029	
0,74	-0,037	-0,0027	-0,0029	
0,74	-0,041	-0,0027	-0,0029	
0,74	-0,041	-0,0027	-0,0029	
0,74	-0,029	-0,0027	-0,0029	
0,74	-0,027	-0,0027	-0,0029	
0,73	-0,045	-0,0027	-0,0029	
0,73	-0,041	-0,0027	-0,0029	
0,73	-0,045	-0,0027	-0,0029	
0,73	-0,037	-0,0027	-0,0029	
0,73	-0,041	-0,0027	-0,0029	
0,73	-0,045	-0,0027	-0,0029	
0,73	-0,048	-0,0027	-0,0029	
0,72	-0,041	-0,0027	-0,0029	
0,73	-0,039	-0,0027	-0,0029	
0,73	-0,045	-0,0027	-0,0029	
0,73	-0,045	-0,0027	-0,0029	
0,73	-0,050	-0,0027	-0,0029	
0,74	-0,052	-0,0027	-0,0029	
0,74	-0,045	-0,0027	-0,0029	
0,74	-0,045	-0,0027	-0,0029	
0,74	-0,039	-0,0027	-0,0029	
0,74	-0,045	-0,0027	-0,0029	
0,74	-0,058	-0,0027	-0,0029	
0,74	-0,050	-0,0027	-0,0029	
0,75	-0,045	-0,0027	-0,0029	
0,75	-0,058	-0,0027	-0,0029	
0,75	-0,050	-0,0027	-0,0029	
0,76	-0,062	-0,0027	-0,0028	
0,76	-0,058	-0,0027	-0,0028	
0,76	-0,058	-0,0027	-0,0028	
0,77	-0,054	-0,0027	-0,0028	
0,77	-0,050	-0,0027	-0,0028	
0,78	-0,054	-0,0027	-0,0028	
0,79	-0,062	-0,0027	-0,0028	
0,80	-0,058	-0,0027	-0,0028	
0,80	-0,058	-0,0027	-0,0028	
0,81	-0,054	-0,0027	-0,0028	
0,82	-0,058	-0,0027	-0,0028	
0,83	-0,052	-0,0027	-0,0028	
0,84	-0,062	-0,0027	-0,0028	
0,85	-0,054	-0,0027	-0,0028	
0,86	-0,050	-0,0027	-0,0028	
0,86	-0,056	-0,0027	-0,0028	
0,87	-0,058	-0,0027	-0,0028	
0,87	-0,054	-0,0027	-0,0028	
0,87	-0,050	-0,0027	-0,0028	
0,88	-0,050	-0,0027	-0,0028	
0,88	-0,050	-0,0027	-0,0028	
0,89	-0,054	-0,0027	-0,0028	
0,90	-0,058	-0,0027	-0,0028	
0,91	-0,052	-0,0027	-0,0028	
0,92	-0,058	-0,0027	-0,0028	
0,93	-0,054	-0,0027	-0,0028	
0,94	-0,050	-0,0027	-0,0028	
0,95	-0,052	-0,0027	-0,0028	
0,95	-0,050	-0,0027	-0,0028	
0,95	-0,054	-0,0027	-0,0028	
0,95	-0,050	-0,0027	-0,0028	
0,94	-0,052	-0,0027	-0,0028	
0,94	-0,054	-0,0027	-0,0028	
0,94	-0,058	-0,0027	-0,0028	
0,94	-0,058	-0,0027	-0,0028	
0,94	-0,045	-0,0027	-0,0028	
0,95	-0,039	-0,0027	-0,0028	
0,95	-0,048	-0,0027	-0,0028	
0,96	-0,045	-0,0027	-0,0028	
0,96	-0,041	-0,0027	-0,0028	
0,96	-0,050	-0,0027	-0,0028	
0,96	-0,045	-0,0027	-0,0029	
0,95	-0,041	-0,0027	-0,0029	
0,93	-0,041	-0,0027	-0,0029	
0,92	-0,045	-0,0027	-0,0029	
0,91	-0,045	-0,0027	-0,0029	
0,91	-0,045	-0,0027	-0,0029	
0,91	-0,037	-0,0027	-0,0029	
0,91	-0,037	-0,0027	-0,0029	
0,92	-0,041	-0,0027	-0,0029	
0,92	-0,045	-0,0027	-0,0029	
0,92	-0,045	-0,0027	-0,0029	
0,92	-0,041	-0,0027	-0,0029	
0,91	-0,045	-0,0027	-0,0029	
0,91	-0,041	-0,0027	-0,0029	
0,91	-0,037	-0,0027	-0,0029	
0,91	-0,039	-0,0027	-0,0029	
0,91	-0,045	-0,0027	-0,0029	
0,92	-0,048	-0,0027	-0,0029	
0,92	-0,050	-0,0027	-0,0029	
0,91	-0,045	-0,0027	-0,0029	
0,91	-0,045	-0,0027	-0,0029	
0,90	-0,045	-0,0027	-0,0029	
0,89	-0,045	-0,0027	-0,0029	
0,88	-0,039	-0,0027	-0,0029	
0,87	-0,037	-0,0027	-0,0029	
0,87	-0,045	-0,0027	-0,0029	
0,87	-0,041	-0,0027	-0,0029	
0,87	-0,037	-0,0027	-0,0029	
0,87	-0,039	-0,0027	-0,0029	
0,86	-0,041	-0,0027	-0,0029	
0,85	-0,037	-0,0027	-0,0029	
0,84	-0,037	-0,0027	-0,0029	
0,83	-0,033	-0,0027	-0,0029	
0,83	-0,037	-0,0027	-0,0029	
0,82	-0,035	-0,0027	-0,0029	
0,83	-0,033	-0,0027	-0,0029	
0,83	-0,035	-0,0027	-0,0029	
0,82	-0,029	-0,0027	-0,0029	
0,82	-0,037	-0,0027	-0,0029	
0,82	-0,035	-0,0027	-0,0029	
0,82	-0,037	-0,0027	-0,0029	
0,82	-0,041	-0,0027	-0,0029	
0,83	-0,041	-0,0027	-0,0029	
0,83	-0,039	-0,0027	-0,0029	
0,83	-0,050	-0,0027	-0,0029	
0,83	-0,039	-0,0027	-0,0029	
0,82	-0,041	-0,0027	-0,0029	
0,82	-0,050	-0,0027	-0,0029	
0,81	-0,039	-0,0027	-0,0029	
0,81	-0,045	-0,0027	-0,0029	
0,80	-0,045	-0,0027	-0,0029	
0,80	-0,050	-0,0027	-0,0029	
0,79	-0,050	-0,0027	-0,0029	
0,78	-0,054	-0,0027	-0,0029	
0,77	-0,045	-0,0027	-0,0029	
0,75	-0,050	-0,0027	-0,0029	
0,74	-0,050	-0,0027	-0,0029	
0,73	-0,052	-0,0027	-0,0029	
0,72	-0,050	-0,0027	-0,0029	
0,72	-0,054	-0,0027	-0,0029	
0,71	-0,058	-0,0027	-0,0029	
0,71	-0,054	-0,0027	-0,0029	
0,72	-0,060	-0,0027	-0,0029	
0,72	-0,056	-0,0027	-0,0029	
0,74	-0,050	-0,0027	-0,0029	
0,75	-0,054	-0,0027	-0,0029	
0,76	-0,054	-0,0027	-0,0029	
0,78	-0,058	-0,0027	-0,0029	
0,79	-0,054	-0,0027	-0,0029	
0,81	-0,054	-0,0027	-0,0029	
0,82	-0,050	-0,0027	-0,0029	
0,83	-0,050	-0,0027	-0,0029	
0,84	-0,054	-0,0027	-0,0029	
0,85	-0,054	-0,0027	-0,0029	
0,85	-0,054	-0,0027	-0,0029	
0,85	-0,054	-0,0027	-0,0029	
0,85	-0,054	-0,0027	-0,0029	
0,85	-0,052	-0,0027	-0,0029	
0,85	-0,050	-0,0027	-0,0029	
0,85	-0,058	-0,0027	-0,0029	
0,86	-0,054	-0,0027	-0,0029	
0,87	-0,050	-0,0027	-0,0029	
0,89	-0,045	-0,0027	-0,0029	
0,90	-0,054	-0,0027	-0,0029	
0,91	-0,054	-0,0027	-0,0029	
0,92	-0,054	-0,0027	-0,0029	
0,92	-0,045	-0,0027	-0,0029	
0,92	-0,045	-0,0027	-0,0029	
0,92	-0,041	-0,0027	-0,0029	
0,91	-0,039	-0,0027	-0,0029	
0,91	-0,050	-0,0027	-0,0029	
0,91	-0,054	-0,0027	-0,0029	
0,91	-0,048	-0,0027	-0,0029	
0,91	-0,048	-0,0027	-0,0029	
0,91	-0,054	-0,0027	-0,0029	
0,91	-0,054	-0,0027	-0,0029	
0,91	-0,050	-0,0027	-0,0029	
0,92	-0,050	-0,0027	-0,0029	
0,92	-0,048	-0,0027	-0,0028	
0,92	-0,050	-0,0027	-0,0028	
0,92	-0,048	-0,0027	-0,0028	
0,91	-0,041	-0,0027	-0,0028	
0,91	-0,050	-0,0027	-0,0028	
0,90	-0,045	-0,0027	-0,0028	
0,90	-0,048	-0,0027	-0,0028	
0,89	-0,054	-0,0027	-0,0028	
0,89	-0,041	-0,0027	-0,0028	
0,89	-0,045	-0,0027	-0,0028	
0,88	-0,050	-0,0027	-0,0028	
0,88	-0,050	-0,0027	-0,0028	
0,87	-0,050	-0,0027	-0,0028	
0,87	-0,045	-0,0027	-0,0028	
0,86	-0,050	-0,0027	-0,0028	
0,85	-0,048	-0,0027	-0,0028	
0,85	-0,054	-0,0027	-0,0028	
0,85	-0,050	-0,0027	-0,0028	
0,86	-0,045	-0,0027	-0,0028	
0,87	-0,056	-0,0027	-0,0028	
0,88	-0,058	-0,0027	-0,0028	
0,89	-0,054	-0,0027	-0,0028	
0,90	-0,048	-0,0027	-0,0028	
0,90	-0,052	-0,0027	-0,0028	
0,90	-0,050	-0,0027	-0,0028	
0,89	-0,054	-0,0027	-0,0028	
0,88	-0,045	-0,0027	-0,0028	
0,88	-0,045	-0,0027	-0,0028	
0,87	-0,050	-0,0027	-0,0028	
0,87	-0,050	-0,0027	-0,0028	
0,87	-0,039	-0,0027	-0,0028	
0,87	-0,045	-0,0027	-0,0028	
0,88	-0,045	-0,0027	-0,0028	
0,88	-0,045	-0,0027	-0,0028	
0,89	-0,045	-0,0027	-0,0028	
0,90	-0,041	-0,0027	-0,0028	
0,90	-0,050	-0,0027	-0,0028	
0,91	-0,050	-0,0027	-0,0028	
0,92	-0,045	-0,0027	-0,0028	
0,91	-0,045	-0,0027	-0,0028	
0,91	-0,045	-0,0027	-0,0028	
0,90	-0,050	-0,0027	-0,0028	
0,89	-0,050	-0,0027	-0,0028	
0,87	-0,039	-0,0027	-0,0028	
0,87	-0,045	-0,0027	-0,0028	
0,86	-0,039	-0,0027	-0,0028	
0,87	-0,048	-0,0027	-0,0028	
0,87	-0,050	-0,0027	-0,0028	
0,87	-0,054	-0,0027	-0,0028	
0,87	-0,052	-0,0027	-0,0028	
0,86	-0,054	-0,0027	-0,0028	
0,86	-0,045	-0,0027	-0,0028	
0,86	-0,054	-0,0027	-0,0029	
0,85	-0,062	-0,0027	-0,0029	
0,85	-0,062	-0,0027	-0,0029	
0,85	-0,054	-0,0027	-0,0029	
0,85	-0,056	-0,0027	-0,0029	
0,85	-0,050	-0,0027	-0,0029	
0,85	-0,062	-0,0027	-0,0029	
0,85	-0,058	-0,0027	-0,0029	
0,85	-0,060	-0,0027	-0,0029	
0,86	-0,058	-0,0027	-0,0029	
0,86	-0,066	-0,0027	-0,0029	
0,87	-0,066	-0,0027	-0,0029	
0,87	-0,069	-0,0027	-0,0029	
0,87	-0,060	-0,0027	-0,0029	
0,87	-0,062	-0,0027	-0,0029	
0,86	-0,062	-0,0027	-0,0029	
0,86	-0,066	-0,0027	-0,0029	
0,86	-0,071	-0,0027	-0,0029	
0,86	-0,062	-0,0027	-0,0029	
0,86	-0,058	-0,0027	-0,0029	
0,87	-0,054	-0,0027	-0,0029	
0,89	-0,054	-0,0027	-0,0029	
0,90	-0,062	-0,0027	-0,0029	
0,92	-0,066	-0,0027	-0,0029	
0,93	-0,054	-0,0027	-0,0029	
0,94	-0,058	-0,0027	-0,0029	
0,94	-0,062	-0,0027	-0,0029	
0,94	-0,062	-0,0027	-0,0029	
0,94	-0,062	-0,0027	-0,0029	
0,94	-0,056	-0,0027	-0,0029	
0,94	-0,058	-0,0027	-0,0029	
0,95	-0,062	-0,0027	-0,0029	
0,97	-0,071	-0,0027	-0,0029	
0,98	-0,062	-0,0027	-0,0029	
1,00	-0,060	-0,0027	-0,0029	
1,03	-0,062	-0,0027	-0,0029	
1,05	-0,066	-0,0027	-0,0029	
1,06	-0,060	-0,0027	-0,0029	
1,07	-0,045	-0,0027	-0,0029	
1,07	0,009	-0,0027	-0,0029	
1,07	0,053	-0,0027	-0,0029	
1,06	0,041	-0,0027	-0,0029	
1,04	0,011	-0,0027	-0,0029	
1,03	0,003	-0,0027	-0,0029	
1,01	0,013	-0,0027	-0,0029	
1,00	0,030	-0,0027	-0,0029	
0,99	0,020	-0,0027	-0,0029	
0,99	0,014	-0,0027	-0,0029	
0,99	0,016	-0,0027	-0,0029	
1,00	0,018	-0,0027	-0,0029	
1,00	0,026	-0,0027	-0,0029	
1,01	0,026	-0,0027	-0,0029	
1,01	0,016	-0,0027	-0,0029	
1,01	0,018	-0,0027	-0,0029	
1,00	0,020	-0,0027	-0,0029	
1,00	0,018	-0,0027	-0,0029	
0,99	0,026	-0,0027	-0,0029	
1,00	0,018	-0,0027	-0,0029	
1,03	0,016	-0,0027	-0,0028	
1,05	0,016	-0,0027	-0,0028	
1,06	0,016	-0,0027	-0,0028	
1,05	0,026	-0,0027	-0,0028	
0,99	0,013	-0,0027	-0,0028	
0,88	0,022	-0,0027	-0,0028	
0,74	0,020	-0,0027	-0,0028	
0,58	0,022	-0,0027	-0,0028	
0,42	0,020	-0,0027	-0,0028	
0,28	0,013	-0,0027	-0,0028	
0,17	0,016	-0,0027	-0,0028	
0,09	0,018	-0,0027	-0,0028	
0,04	0,020	-0,0027	-0,0028	
0,01	0,020	-0,0027	-0,0028	
-0,01	0,020	-0,0027	-0,0028	
-0,01	0,016	-0,0027	-0,0028	
0,00	0,016	-0,0027	-0,0028	
0,00	0,016	-0,0027	-0,0028	
0,01	0,020	-0,0027	-0,0028	
0,01	0,018	-0,0027	-0,0028	
0,00	0,020	-0,0027	-0,0028	
0,00	0,016	-0,0027	-0,0028	
-0,01	0,016	-0,0027	-0,0028	
-0,01	0,009	-0,0027	-0,0028	
0,00	0,016	-0,0027	-0,0028	
0,00	0,018	-0,0027	-0,0028	
0,00	0,018	-0,0027	-0,0028	
0,00	0,016	-0,0027	-0,0028	
0,00	0,020	-0,0027	-0,0028	
0,00	0,022	-0,0027	-0,0028	
0,00	0,016	-0,0027	-0,0028	
0,00	0,013	-0,0027	-0,0028	
0,00	0,018	-0,0027	-0,0028	
0,00	0,016	-0,0027	-0,0028	
0,00	0,016	-0,0027	-0,0028	
0,00	0,026	-0,0027	-0,0028	
0,00	0,020	-0,0027	-0,0028	
0,00	0,013	-0,0027	-0,0028	
0,00	0,020	-0,0027	-0,0028	
0,00	0,020	-0,0027	-0,0028	
0,00	0,014	-0,0027	-0,0028	
0,00	0,013	-0,0027	-0,0027	
0,00	0,020	-0,0027	-0,0027	
0,00	0,020	-0,0027	-0,0027	
-0,01	0,016	-0,0027	-0,0027	
-0,01	0,022	-0,0027	-0,0027	
-0,01	0,016	-0,0027	-0,0027	
-0,01	0,014	-0,0027	-0,0027	
0,00	0,016	-0,0027	-0,0027	
0,00	0,028	-0,0027	-0,0027	
0,00	0,016	-0,0027	-0,0027	
0,00	0,022	-0,0027	-0,0027	
0,00	0,020	-0,0027	-0,0027	
0,00	0,018	-0,0027	-0,0027	
0,00	0,026	-0,0027	-0,0027	
0,00	0,013	-0,0027	-0,0027	
0,00	0,020	-0,0027	-0,0027	
0,00	0,013	-0,0027	-0,0027	
0,00	0,013	-0,0027	-0,0027	
0,00	0,016	-0,0027	-0,0027	
0,00	0,026	-0,0027	-0,0027	
0,00	0,016	-0,0027	-0,0027	
0,00	0,018	-0,0027	-0,0027	
0,00	0,020	-0,0027	-0,0027	
0,00	0,013	-0,0027	-0,0027	
0,00	0,020	-0,0027	-0,0027	
0,00	0,016	-0,0027	-0,0027	
0,00	0,016	-0,0027	-0,0027	
0,00	0,026	-0,0027	-0,0027	
0,00	0,020	-0,0027	-0,0027	
0,00	0,016	-0,0027	-0,0027	
0,00	0,016	-0,0027	-0,0027	
0,00	0,016	-0,0027	-0,0027	
0,00	0,020	-0,0027	-0,0027	
0,00	0,020	-0,0027	-0,0027	
0,00	0,016	-0,0027	-0,0027	
0,00	0,026	-0,0027	-0,0028	
0,00	0,016	-0,0027	-0,0028	
0,00	0,020	-0,0027	-0,0028	
0,00	0,020	-0,0027	-0,0028	
0,00	0,022	-0,0027	-0,0028	
0,00	0,016	-0,0027	-0,0028	
0,00	0,020	-0,0027	-0,0028	
0,00	0,020	-0,0027	-0,0028	
0,00	0,014	-0,0027	-0,0028	
0,00	0,020	-0,0027	-0,0028	
0,00	0,013	-0,0027	-0,0028	
0,00	0,020	-0,0027	-0,0028	
0,00	0,020	-0,0027	-0,0028	
0,00	0,018	-0,0027	-0,0028	
0,00	0,020	-0,0027	-0,0028	
-0,01	0,016	-0,0027	-0,0028	
-0,01	0,016	-0,0027	-0,0028	
-0,01	0,016	-0,0027	-0,0028	
-0,01	0,014	-0,0027	-0,0028	
0,00	0,020	-0,0027	-0,0028	
0,00	0,020	-0,0027	-0,0028	
0,00	0,026	-0,0027	-0,0028	
0,00	0,039	-0,0027	-0,0028	
0,00	0,068	-0,0027	-0,0028	
0,00	0,095	-0,0027	-0,0028	
0,00	0,087	-0,0027	-0,0028	
0,00	0,093	-0,0027	-0,0028	
-0,01	0,100	-0,0027	-0,0028	
-0,01	0,100	-0,0027	-0,0028	
-0,01	0,098	-0,0027	-0,0028	
0,00	0,098	-0,0027	-0,0028	
0,00	0,119	-0,0027	-0,0028	
0,00	0,133	-0,0027	-0,0028	
0,00	0,159	-0,0027	-0,0029	
0,00	0,171	-0,0027	-0,0029	
0,00	0,167	-0,0027	-0,0029	
0,00	0,154	-0,0027	-0,0029	
0,00	0,159	-0,0027	-0,0029	
-0,01	0,163	-0,0027	-0,0029	
-0,01	0,173	-0,0027	-0,0029	
-0,01	0,167	-0,0027	-0,0029	
0,00	0,171	-0,0027	-0,0029	
0,02	0,173	-0,0027	-0,0029	
0,04	0,161	-0,0027	-0,0029	
0,04	0,159	-0,0027	-0,0029	
0,00	0,150	-0,0027	-0,0029	
-0,10	0,135	-0,0027	-0,0029	
-0,25	0,133	-0,0027	-0,0029	
-0,43	0,131	-0,0027	-0,0029	
-0,62	0,125	-0,0027	-0,0029	
-0,77	0,119	-0,0027	-0,0029	
-0,88	0,116	-0,0027	-0,0029	
-0,93	0,104	-0,0027	-0,0029	
-0,94	0,098	-0,0027	-0,0029	
-0,96	0,097	-0,0027	-0,0029	
-1,00	0,095	-0,0027	-0,0029	
-1,09	0,087	-0,0027	-0,0029	
-1,23	0,098	-0,0027	-0,0029	
-1,37	0,093	-0,0027	-0,0029	
-1,50	0,093	-0,0027	-0,0028	
-1,60	0,087	-0,0027	-0,0028	
-1,65	0,085	-0,0027	-0,0028	
-1,66	0,097	-0,0027	-0,0028	
-1,66	0,097	-0,0027	-0,0028	
-1,65	0,100	-0,0027	-0,0028	
-1,65	0,098	-0,0027	-0,0028	
-1,65	0,093	-0,0027	-0,0028	
-1,65	0,093	-0,0027	-0,0028	
-1,62	0,087	-0,0027	-0,0028	
-1,58	0,083	-0,0027	-0,0028	
-1,51	0,089	-0,0027	-0,0028	
-1,45	0,087	-0,0027	-0,0028	
-1,38	0,081	-0,0027	-0,0028	
-1,32	0,087	-0,0027	-0,0028	
-1,27	0,085	-0,0027	-0,0028	
-1,22	0,083	-0,0027	-0,0028	
-1,16	0,087	-0,0027	-0,0028	
-1,10	0,083	-0,0027	-0,0028	
-1,03	0,087	-0,0027	-0,0028	
-0,98	0,079	-0,0027	-0,0028	
-0,93	0,081	-0,0027	-0,0028	
-0,90	0,079	-0,0027	-0,0028	
-0,89	0,087	-0,0027	-0,0028	
-0,88	0,083	-0,0027	-0,0028	
-0,89	0,083	-0,0027	-0,0028	
-0,91	0,083	-0,0027	-0,0028	
-0,92	0,089	-0,0027	-0,0028	
-0,94	0,095	-0,0027	-0,0028	
-0,96	0,089	-0,0027	-0,0028	
-0,97	0,083	-0,0027	-0,0028	
-0,98	0,087	-0,0027	-0,0028	
-0,97	0,089	-0,0027	-0,0028	
-0,96	0,089	-0,0027	-0,0028	
-0,94	0,085	-0,0027	-0,0029	
-0,92	0,085	-0,0027	-0,0029	
-0,89	0,087	-0,0027	-0,0029	
-0,87	0,095	-0,0027	-0,0029	
-0,86	0,083	-0,0027	-0,0029	
-0,85	0,087	-0,0027	-0,0029	
-0,85	0,093	-0,0027	-0,0029	
-0,86	0,089	-0,0027	-0,0029	
-0,87	0,085	-0,0027	-0,0029	
-0,87	0,089	-0,0027	-0,0029	
-0,87	0,087	-0,0027	-0,0029	
-0,86	0,083	-0,0027	-0,0029	
-0,85	0,087	-0,0027	-0,0029	
-0,83	0,095	-0,0027	-0,0029	
-0,82	0,087	-0,0027	-0,0029	
-0,81	0,093	-0,0027	-0,0029	
-0,80	0,083	-0,0027	-0,0029	
-0,81	0,093	-0,0027	-0,0029	
-0,82	0,083	-0,0027	-0,0029	
-0,84	0,085	-0,0027	-0,0029	
-0,86	0,097	-0,0027	-0,0029	
-0,87	0,089	-0,0027	-0,0029	
-0,87	0,089	-0,0027	-0,0029	
-0,88	0,079	-0,0027	-0,0029	
-0,88	0,095	-0,0027	-0,0029	
-0,88	0,089	-0,0027	-0,0029	
-0,88	0,083	-0,0027	-0,0029	
-0,87	0,087	-0,0027	-0,0029	
-0,86	0,089	-0,0027	-0,0029	
-0,86	0,093	-0,0027	-0,0029	
-0,85	0,085	-0,0027	-0,0029	
-0,84	0,093	-0,0027	-0,0029	
-0,85	0,095	-0,0027	-0,0029	
-0,85	0,089	-0,0027	-0,0029	
-0,86	0,093	-0,0027	-0,0029	
-0,87	0,083	-0,0027	-0,0029	
-0,88	0,083	-0,0027	-0,0029	
-0,88	0,093	-0,0027	-0,0029	
-0,88	0,095	-0,0027	-0,0029	
-0,88	0,087	-0,0027	-0,0028	
-0,88	0,083	-0,0027	-0,0028	
-0,87	0,089	-0,0027	-0,0028	
-0,87	0,083	-0,0027	-0,0028	
-0,87	0,083	-0,0027	-0,0028	
-0,87	0,079	-0,0027	-0,0028	
-0,86	0,083	-0,0027	-0,0028	
-0,85	0,089	-0,0027	-0,0028	
-0,85	0,085	-0,0027	-0,0028	
-0,84	0,085	-0,0027	-0,0028	
-0,84	0,083	-0,0027	-0,0028	
-0,84	0,083	-0,0027	-0,0028	
-0,84	0,077	-0,0027	-0,0028	
-0,84	0,076	-0,0027	-0,0028	
-0,84	0,085	-0,0027	-0,0028	
-0,84	0,079	-0,0027	-0,0028	
-0,84	0,083	-0,0027	-0,0028	
-0,85	0,072	-0,0027	-0,0028	
-0,85	0,079	-0,0027	-0,0027	
-0,86	0,068	-0,0027	-0,0027	
-0,87	0,070	-0,0027	-0,0027	
-0,88	0,081	-0,0027	-0,0027	
-0,88	0,070	-0,0027	-0,0027	
-0,87	0,076	-0,0027	-0,0027	
-0,87	0,076	-0,0027	-0,0027	
-0,86	0,068	-0,0027	-0,0027	
-0,85	0,072	-0,0027	-0,0027	
-0,85	0,068	-0,0027	-0,0027	
-0,85	0,076	-0,0027	-0,0027	
-0,85	0,072	-0,0027	-0,0027	
-0,85	0,070	-0,0027	-0,0027	
-0,85	0,079	-0,0027	-0,0027	
-0,84	0,068	-0,0027	-0,0027	
-0,84	0,076	-0,0027	-0,0027	
-0,84	0,068	-0,0027	-0,0027	
-0,83	0,076	-0,0027	-0,0027	
-0,82	0,072	-0,0027	-0,0027	
-0,81	0,070	-0,0027	-0,0027	
-0,79	0,077	-0,0027	-0,0027	
-0,77	0,079	-0,0027	-0,0027	
-0,76	0,072	-0,0027	-0,0027	
-0,74	0,089	-0,0027	-0,0027	
